Bike ID,iOS,Latitude,Longitude,Rental URIS
"{""bike_id"":""b19ac1c1-4213-4055-97ec-d034015545d6""","ios:""limebike://map?selected_vehicle_id=NAUAFKPDXKOYO\u0026generated_at=1634666729""}}","lat:""38.8733""","lon:""-76.9678""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NAUAFKPDXKOYO\u0026generated_at=1634666729"""
"{""bike_id"":""c787eea7-ec72-4566-8bf7-0effd4f29a05""","ios:""limebike://map?selected_vehicle_id=Q3EXZA5PU5IYE\u0026generated_at=1634666729""}}","lat:""38.865""","lon:""-76.9685""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=Q3EXZA5PU5IYE\u0026generated_at=1634666729"""
"{""bike_id"":""f0e3b58b-79c7-44ca-835e-7c6b94de349f""","ios:""limebike://map?selected_vehicle_id=KDUFY6LQBWOQD\u0026generated_at=1634666729""}}","lat:""38.865""","lon:""-76.9685""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KDUFY6LQBWOQD\u0026generated_at=1634666729"""
"{""bike_id"":""37f8ee2e-5e63-49de-a980-0281a37476fb""","ios:""limebike://map?selected_vehicle_id=ANFA4YQ7HOUOH\u0026generated_at=1634666729""}}","lat:""38.865""","lon:""-76.9685""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ANFA4YQ7HOUOH\u0026generated_at=1634666729"""
"{""bike_id"":""fd7244cb-afb0-42bc-b5b7-ba0100ae7a39""","ios:""limebike://map?selected_vehicle_id=VPDY2OQNEY5TL\u0026generated_at=1634666729""}}","lat:""38.8735""","lon:""-76.9694""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VPDY2OQNEY5TL\u0026generated_at=1634666729"""
"{""bike_id"":""c042836e-3ffa-4ece-bb63-47267958df42""","ios:""limebike://map?selected_vehicle_id=5DQ7YRZMYISMB\u0026generated_at=1634666729""}}","lat:""38.8891""","lon:""-76.9698""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=5DQ7YRZMYISMB\u0026generated_at=1634666729"""
"{""bike_id"":""ea932ca3-85b6-4e92-89e7-704fe8dbe22f""","ios:""limebike://map?selected_vehicle_id=SB76UJP2SWTFZ\u0026generated_at=1634666729""}}","lat:""38.861""","lon:""-76.9702""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SB76UJP2SWTFZ\u0026generated_at=1634666729"""
"{""bike_id"":""5845fc35-60c9-40ef-8e18-9dce7b4ebd77""","ios:""limebike://map?selected_vehicle_id=QUSWYCKQEBBZ4\u0026generated_at=1634666729""}}","lat:""38.8613""","lon:""-76.9705""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=QUSWYCKQEBBZ4\u0026generated_at=1634666729"""
"{""bike_id"":""2c46d55e-4083-4f92-934c-9a6d460895c8""","ios:""limebike://map?selected_vehicle_id=CE56H77XLNAJ3\u0026generated_at=1634666729""}}","lat:""38.8681""","lon:""-76.9707""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CE56H77XLNAJ3\u0026generated_at=1634666729"""
"{""bike_id"":""b5ab691c-12be-4d31-9600-518acc206731""","ios:""limebike://map?selected_vehicle_id=NOMYEYOYDY74L\u0026generated_at=1634666729""}}","lat:""38.8788""","lon:""-76.9709""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NOMYEYOYDY74L\u0026generated_at=1634666729"""
"{""bike_id"":""e86afc81-98ab-404d-9821-6fffe4687d2b""","ios:""limebike://map?selected_vehicle_id=HTKJ5ERBFKN6H\u0026generated_at=1634666729""}}","lat:""38.8717""","lon:""-76.9715""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=HTKJ5ERBFKN6H\u0026generated_at=1634666729"""
"{""bike_id"":""6d7f92b2-c64f-435a-bdc6-6597650b35ba""","ios:""limebike://map?selected_vehicle_id=CAQQ6P54PH4S5\u0026generated_at=1634666729""}}","lat:""38.8721""","lon:""-76.9731""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CAQQ6P54PH4S5\u0026generated_at=1634666729"""
"{""bike_id"":""687c88db-eccc-4d91-bd29-90274aab0001""","ios:""limebike://map?selected_vehicle_id=RX4XZPUY2LQVM\u0026generated_at=1634666729""}}","lat:""38.8717""","lon:""-76.9732""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=RX4XZPUY2LQVM\u0026generated_at=1634666729"""
"{""bike_id"":""e93cd530-3940-44ab-a921-be67db57f6c7""","ios:""limebike://map?selected_vehicle_id=LAPM7RN5EXYUE\u0026generated_at=1634666729""}}","lat:""38.8721""","lon:""-76.9736""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LAPM7RN5EXYUE\u0026generated_at=1634666729"""
"{""bike_id"":""19116c52-6a35-417c-ba8e-dbcfc15f936e""","ios:""limebike://map?selected_vehicle_id=CYUBRQZHIDGSH\u0026generated_at=1634666729""}}","lat:""38.8746""","lon:""-76.9737""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CYUBRQZHIDGSH\u0026generated_at=1634666729"""
"{""bike_id"":""014ed2a8-ec32-40d6-b124-6424cf86614c""","ios:""limebike://map?selected_vehicle_id=5AHI7CDEFX3AF\u0026generated_at=1634666729""}}","lat:""38.8724""","lon:""-76.9748""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=5AHI7CDEFX3AF\u0026generated_at=1634666729"""
"{""bike_id"":""0783ee82-be3d-403c-857f-ae4ef2172177""","ios:""limebike://map?selected_vehicle_id=YCCG5DTD3K64T\u0026generated_at=1634666729""}}","lat:""38.8728""","lon:""-76.975""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=YCCG5DTD3K64T\u0026generated_at=1634666729"""
"{""bike_id"":""608d8502-064d-40eb-969a-68d27e07645b""","ios:""limebike://map?selected_vehicle_id=AM6OW2BPJTY35\u0026generated_at=1634666729""}}","lat:""38.873""","lon:""-76.9751""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=AM6OW2BPJTY35\u0026generated_at=1634666729"""
"{""bike_id"":""9eccc5dc-7d82-4365-8b56-df91e6b481c3""","ios:""limebike://map?selected_vehicle_id=4WFUSFA26ZORG\u0026generated_at=1634666729""}}","lat:""38.8698""","lon:""-76.9751""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=4WFUSFA26ZORG\u0026generated_at=1634666729"""
"{""bike_id"":""8d0ca680-566e-4ec6-bb2e-d81fe43de936""","ios:""limebike://map?selected_vehicle_id=H6P7PH4GS4EIU\u0026generated_at=1634666729""}}","lat:""38.8738""","lon:""-76.9751""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=H6P7PH4GS4EIU\u0026generated_at=1634666729"""
"{""bike_id"":""c6cb9415-c7c7-4fc3-abe9-64d36e976779""","ios:""limebike://map?selected_vehicle_id=6OIP53IK5HLN3\u0026generated_at=1634666729""}}","lat:""38.8715""","lon:""-76.9752""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=6OIP53IK5HLN3\u0026generated_at=1634666729"""
"{""bike_id"":""4f82ca6c-c98a-459f-9431-fdf89781193a""","ios:""limebike://map?selected_vehicle_id=DIBGLQRPLMKQR\u0026generated_at=1634666729""}}","lat:""38.8695""","lon:""-76.976""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DIBGLQRPLMKQR\u0026generated_at=1634666729"""
"{""bike_id"":""e64758d3-f9a5-4ec1-a623-4a08065780e1""","ios:""limebike://map?selected_vehicle_id=NHFI272GYEMWM\u0026generated_at=1634666729""}}","lat:""38.8504""","lon:""-76.976""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NHFI272GYEMWM\u0026generated_at=1634666729"""
"{""bike_id"":""c9619228-e2ba-4e8e-866a-c3cfa1e136c3""","ios:""limebike://map?selected_vehicle_id=WCMQCVL6CED22\u0026generated_at=1634666729""}}","lat:""38.8482""","lon:""-76.9761""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=WCMQCVL6CED22\u0026generated_at=1634666729"""
"{""bike_id"":""573b05b3-5a19-47f2-a1fb-f85a206be0ee""","ios:""limebike://map?selected_vehicle_id=Z7HXT27OK7WB3\u0026generated_at=1634666729""}}","lat:""38.8665""","lon:""-76.9765""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=Z7HXT27OK7WB3\u0026generated_at=1634666729"""
"{""bike_id"":""37e4a2b8-16ec-4e75-87fc-b248c271a64d""","ios:""limebike://map?selected_vehicle_id=BR34JMOQSFG2O\u0026generated_at=1634666729""}}","lat:""38.8667""","lon:""-76.977""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BR34JMOQSFG2O\u0026generated_at=1634666729"""
"{""bike_id"":""fc367b72-ed2c-4db4-be91-39e8f8377b78""","ios:""limebike://map?selected_vehicle_id=VG7NPWXXO4HGK\u0026generated_at=1634666729""}}","lat:""38.8786""","lon:""-76.977""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VG7NPWXXO4HGK\u0026generated_at=1634666729"""
"{""bike_id"":""d6a82696-c088-4e63-a3ef-bf2f1f404792""","ios:""limebike://map?selected_vehicle_id=ROU7M5TAWU55U\u0026generated_at=1634666729""}}","lat:""38.8786""","lon:""-76.977""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ROU7M5TAWU55U\u0026generated_at=1634666729"""
"{""bike_id"":""19055e8a-b331-464b-9244-2e9f22fb7f41""","ios:""limebike://map?selected_vehicle_id=OQCPF52NODC5S\u0026generated_at=1634666729""}}","lat:""38.8707""","lon:""-76.9772""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OQCPF52NODC5S\u0026generated_at=1634666729"""
"{""bike_id"":""fe8b6969-bc52-4d5f-a11e-973645dda9ec""","ios:""limebike://map?selected_vehicle_id=BVZDLEJUND43D\u0026generated_at=1634666729""}}","lat:""38.8717""","lon:""-76.9773""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BVZDLEJUND43D\u0026generated_at=1634666729"""
"{""bike_id"":""4a92e390-9bd1-45e8-93c3-7f7d3f79bbe0""","ios:""limebike://map?selected_vehicle_id=D6HHJSGLLZAU6\u0026generated_at=1634666729""}}","lat:""38.8714""","lon:""-76.9774""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=D6HHJSGLLZAU6\u0026generated_at=1634666729"""
"{""bike_id"":""dcbdfb6c-b02e-4f5a-8a90-7c2ec59a0484""","ios:""limebike://map?selected_vehicle_id=3CV74IDOZKVBP\u0026generated_at=1634666729""}}","lat:""38.8717""","lon:""-76.9775""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=3CV74IDOZKVBP\u0026generated_at=1634666729"""
"{""bike_id"":""18182d23-3e5b-4b36-a050-d57c5b0e3351""","ios:""limebike://map?selected_vehicle_id=STYIEVYEM34SW\u0026generated_at=1634666729""}}","lat:""38.8716""","lon:""-76.9775""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=STYIEVYEM34SW\u0026generated_at=1634666729"""
"{""bike_id"":""e3141a1d-5b69-40a2-be1f-93599f16b6d1""","ios:""limebike://map?selected_vehicle_id=QUEBX6RASLFXA\u0026generated_at=1634666729""}}","lat:""38.8509""","lon:""-76.9775""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=QUEBX6RASLFXA\u0026generated_at=1634666729"""
"{""bike_id"":""d17e51aa-67e9-4047-b890-4b7b54702978""","ios:""limebike://map?selected_vehicle_id=FBMZAVCD3L6HR\u0026generated_at=1634666729""}}","lat:""38.8715""","lon:""-76.9775""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=FBMZAVCD3L6HR\u0026generated_at=1634666729"""
"{""bike_id"":""027a5056-630e-461e-a42d-ad71a2d8158a""","ios:""limebike://map?selected_vehicle_id=NGGVJTRICLAJ4\u0026generated_at=1634666729""}}","lat:""38.8656""","lon:""-76.9783""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NGGVJTRICLAJ4\u0026generated_at=1634666729"""
"{""bike_id"":""92ed8f66-6f5b-4f51-80f1-3593974f8069""","ios:""limebike://map?selected_vehicle_id=BRRY6EJELP5NJ\u0026generated_at=1634666729""}}","lat:""38.8719""","lon:""-76.9786""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BRRY6EJELP5NJ\u0026generated_at=1634666729"""
"{""bike_id"":""07029345-d96d-4385-9b87-f74e9b67d0f2""","ios:""limebike://map?selected_vehicle_id=V2M2ORMP2UMTF\u0026generated_at=1634666729""}}","lat:""38.8469""","lon:""-76.9789""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=V2M2ORMP2UMTF\u0026generated_at=1634666729"""
"{""bike_id"":""b4d70b33-5b0e-4ae4-924e-68c97a7abd83""","ios:""limebike://map?selected_vehicle_id=H5F2GVW52IPDF\u0026generated_at=1634666729""}}","lat:""38.8667""","lon:""-76.9794""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=H5F2GVW52IPDF\u0026generated_at=1634666729"""
"{""bike_id"":""534cf916-cd2f-4353-96b9-2041d87c2013""","ios:""limebike://map?selected_vehicle_id=JHNHVEIA6NCF5\u0026generated_at=1634666729""}}","lat:""38.8686""","lon:""-76.9798""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JHNHVEIA6NCF5\u0026generated_at=1634666729"""
"{""bike_id"":""56922999-5335-4a63-89c9-3452574c1d06""","ios:""limebike://map?selected_vehicle_id=4Z36WJEFTCM4L\u0026generated_at=1634666729""}}","lat:""38.8624""","lon:""-76.9801""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=4Z36WJEFTCM4L\u0026generated_at=1634666729"""
"{""bike_id"":""010de058-3cca-4487-9a81-9906120a2e9e""","ios:""limebike://map?selected_vehicle_id=2JAYKAZHVYM6G\u0026generated_at=1634666729""}}","lat:""38.8673""","lon:""-76.9802""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2JAYKAZHVYM6G\u0026generated_at=1634666729"""
"{""bike_id"":""f7af8928-c0e4-4c89-8009-71a294ecc768""","ios:""limebike://map?selected_vehicle_id=PAWVWDX52AL2F\u0026generated_at=1634666729""}}","lat:""38.8722""","lon:""-76.9803""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PAWVWDX52AL2F\u0026generated_at=1634666729"""
"{""bike_id"":""5c6a52e1-709d-40bd-b5eb-83b8d9c92a55""","ios:""limebike://map?selected_vehicle_id=MZLGJZHIVJEXO\u0026generated_at=1634666729""}}","lat:""38.8715""","lon:""-76.9812""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MZLGJZHIVJEXO\u0026generated_at=1634666729"""
"{""bike_id"":""9a2c4609-58be-4392-a3a6-31ddf883f9ef""","ios:""limebike://map?selected_vehicle_id=NOU7JI5OVPR54\u0026generated_at=1634666729""}}","lat:""38.8622""","lon:""-76.9815""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NOU7JI5OVPR54\u0026generated_at=1634666729"""
"{""bike_id"":""636ec525-9c23-4f89-8bb9-68ae0a0a14f9""","ios:""limebike://map?selected_vehicle_id=MYBKV4XPJJZT6\u0026generated_at=1634666729""}}","lat:""38.8791""","lon:""-76.9821""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MYBKV4XPJJZT6\u0026generated_at=1634666729"""
"{""bike_id"":""47dbf035-0910-4fce-ba2c-62c81d42a7cc""","ios:""limebike://map?selected_vehicle_id=I2B7YY2L2DEZA\u0026generated_at=1634666729""}}","lat:""38.8808""","lon:""-76.9822""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=I2B7YY2L2DEZA\u0026generated_at=1634666729"""
"{""bike_id"":""4ea04286-1b0b-484c-9110-b722a99579da""","ios:""limebike://map?selected_vehicle_id=QYY3XL2V7BI6H\u0026generated_at=1634666729""}}","lat:""38.8706""","lon:""-76.9823""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=QYY3XL2V7BI6H\u0026generated_at=1634666729"""
"{""bike_id"":""112fe24b-36a2-49dc-a3fd-d39655301bb3""","ios:""limebike://map?selected_vehicle_id=BZ4JTZNLTM2PI\u0026generated_at=1634666729""}}","lat:""38.8635""","lon:""-76.9826""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BZ4JTZNLTM2PI\u0026generated_at=1634666729"""
"{""bike_id"":""6c3f9589-1204-4cd1-9f96-a8df209faeed""","ios:""limebike://map?selected_vehicle_id=AWGSSES47SNMZ\u0026generated_at=1634666729""}}","lat:""38.8664""","lon:""-76.9834""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=AWGSSES47SNMZ\u0026generated_at=1634666729"""
"{""bike_id"":""e63b28a6-529b-4cbd-991e-02f1cb0f2fb8""","ios:""limebike://map?selected_vehicle_id=JRLOZ6RYVKP4E\u0026generated_at=1634666729""}}","lat:""38.8638""","lon:""-76.9834""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JRLOZ6RYVKP4E\u0026generated_at=1634666729"""
"{""bike_id"":""e1ce0051-1f0f-4965-ab0b-39a06ff02e37""","ios:""limebike://map?selected_vehicle_id=F3KO3LYNOGMR6\u0026generated_at=1634666729""}}","lat:""38.8665""","lon:""-76.9836""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=F3KO3LYNOGMR6\u0026generated_at=1634666729"""
"{""bike_id"":""c8ae173f-beff-46cd-a59f-dfd9133c7db2""","ios:""limebike://map?selected_vehicle_id=FY5AB6DN45IWM\u0026generated_at=1634666729""}}","lat:""38.8689""","lon:""-76.9838""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=FY5AB6DN45IWM\u0026generated_at=1634666729"""
"{""bike_id"":""c66f89ef-b3d2-4bc9-b310-7286608b8034""","ios:""limebike://map?selected_vehicle_id=LSX2SRMIENINA\u0026generated_at=1634666729""}}","lat:""38.8784""","lon:""-76.9842""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LSX2SRMIENINA\u0026generated_at=1634666729"""
"{""bike_id"":""f9e0d6b3-5a47-426e-99fe-c415b11411a8""","ios:""limebike://map?selected_vehicle_id=3FHFM5TRJLLCO\u0026generated_at=1634666729""}}","lat:""38.8779""","lon:""-76.9843""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=3FHFM5TRJLLCO\u0026generated_at=1634666729"""
"{""bike_id"":""3b50746c-2aa6-4302-b94a-a73ac9c2aed7""","ios:""limebike://map?selected_vehicle_id=2QFRCAB2ZHCC5\u0026generated_at=1634666729""}}","lat:""38.8776""","lon:""-76.9845""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2QFRCAB2ZHCC5\u0026generated_at=1634666729"""
"{""bike_id"":""2ce45754-4ab9-4533-b839-707df55bf595""","ios:""limebike://map?selected_vehicle_id=ZNXJAMTII4VQW\u0026generated_at=1634666729""}}","lat:""38.8692""","lon:""-76.9851""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZNXJAMTII4VQW\u0026generated_at=1634666729"""
"{""bike_id"":""fc8f17d5-820e-4e78-a5e3-eb5fa6b3167c""","ios:""limebike://map?selected_vehicle_id=U24JQR7CCL7KE\u0026generated_at=1634666729""}}","lat:""38.86""","lon:""-76.9853""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=U24JQR7CCL7KE\u0026generated_at=1634666729"""
"{""bike_id"":""21eb50c8-dfff-4a07-b420-a36185e464e5""","ios:""limebike://map?selected_vehicle_id=MFKBWY2CRT7XX\u0026generated_at=1634666729""}}","lat:""38.8431""","lon:""-76.9856""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MFKBWY2CRT7XX\u0026generated_at=1634666729"""
"{""bike_id"":""f84126f9-5068-493c-bf74-728ed11f3610""","ios:""limebike://map?selected_vehicle_id=JAKQODCHIA6XW\u0026generated_at=1634666729""}}","lat:""38.8431""","lon:""-76.9856""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JAKQODCHIA6XW\u0026generated_at=1634666729"""
"{""bike_id"":""c51d91da-c5cf-45fe-85eb-2d2189536f35""","ios:""limebike://map?selected_vehicle_id=TQT3VMZ633IKD\u0026generated_at=1634666729""}}","lat:""38.8582""","lon:""-76.9862""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=TQT3VMZ633IKD\u0026generated_at=1634666729"""
"{""bike_id"":""db319820-4e59-426c-97de-e1b59fc820f9""","ios:""limebike://map?selected_vehicle_id=WOTBN7MT36MRD\u0026generated_at=1634666729""}}","lat:""38.8803""","lon:""-76.9863""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=WOTBN7MT36MRD\u0026generated_at=1634666729"""
"{""bike_id"":""a87f8ed9-f0a7-4a83-8f1a-81d71366cfa9""","ios:""limebike://map?selected_vehicle_id=KSWMUA5RQJEB3\u0026generated_at=1634666729""}}","lat:""38.8685""","lon:""-76.9871""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KSWMUA5RQJEB3\u0026generated_at=1634666729"""
"{""bike_id"":""a981465a-6b7e-4b4b-8d7a-87a08dff330b""","ios:""limebike://map?selected_vehicle_id=WFRCQ2XTNXV5C\u0026generated_at=1634666729""}}","lat:""38.8797""","lon:""-76.9874""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=WFRCQ2XTNXV5C\u0026generated_at=1634666729"""
"{""bike_id"":""102005ed-329b-4e29-9937-a660d2b021ec""","ios:""limebike://map?selected_vehicle_id=VODYBKMRCEWDL\u0026generated_at=1634666729""}}","lat:""38.854""","lon:""-76.9874""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VODYBKMRCEWDL\u0026generated_at=1634666729"""
"{""bike_id"":""c461a5c1-6898-40e0-966a-5007807e452c""","ios:""limebike://map?selected_vehicle_id=IP5HR5X2SACSV\u0026generated_at=1634666729""}}","lat:""38.8617""","lon:""-76.9884""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=IP5HR5X2SACSV\u0026generated_at=1634666729"""
"{""bike_id"":""2a2fe7b9-0236-4cda-abe2-ca4c373de52f""","ios:""limebike://map?selected_vehicle_id=N45SMDUFYRCFZ\u0026generated_at=1634666729""}}","lat:""38.8765""","lon:""-76.9895""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=N45SMDUFYRCFZ\u0026generated_at=1634666729"""
"{""bike_id"":""d88dbc26-4a2f-430f-8b8d-6022d010bda1""","ios:""limebike://map?selected_vehicle_id=Y64WMNPRRNBUE\u0026generated_at=1634666729""}}","lat:""38.9""","lon:""-76.9901""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=Y64WMNPRRNBUE\u0026generated_at=1634666729"""
"{""bike_id"":""62db1d18-7e1d-41ec-b52f-d0dcc8babd20""","ios:""limebike://map?selected_vehicle_id=UCBY36VOEMIA6\u0026generated_at=1634666729""}}","lat:""38.8635""","lon:""-76.9902""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UCBY36VOEMIA6\u0026generated_at=1634666729"""
"{""bike_id"":""76e1dbdb-4f4c-43aa-ac3e-c64afc3f663e""","ios:""limebike://map?selected_vehicle_id=FTHAPQDTCE27B\u0026generated_at=1634666729""}}","lat:""38.8784""","lon:""-76.9905""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=FTHAPQDTCE27B\u0026generated_at=1634666729"""
